disease_id,name,category,symptoms,severity,specialist,diet_to_eat,diet_to_avoid,workout,medicine_name,medicine_desc,base_dosage_mg,safe_tip,dangerous_myth
206,Dehydration (Variant 206),General,"Stomach pain, Headache, Itching",9,Specialist Doctor,Pomegranate,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
207,Dengue (Variant 207),Infectious,"Nausea, Fatigue, Body ache",10,Specialist Doctor,Boiled vegetables,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
208,Acidity (Variant 208),Gastrointestinal,"Nausea, Itching, Fever",4,General Physician,Papaya,Spicy street food,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
209,Anemia (Variant 209),General,"Itching, Stomach pain, Body ache",10,Specialist Doctor,Pomegranate,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
210,Anemia (Variant 210),General,"Cough, Fatigue, Itching",2,General Physician,Pomegranate,Raw salads (if infectious),Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
211,Heat Stroke (Variant 211),General,"Vomiting, Nausea, Fever",9,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
212,Dehydration (Variant 212),General,"Fatigue, Cough, Stomach pain",10,Specialist Doctor,Papaya,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
213,Gastritis (Variant 213),Gastrointestinal,"Fatigue, Fever, Nausea",1,General Physician,Boiled vegetables,Deep-fried pakoras,Anulom Vilom,ORS,Standard OTC ORS for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
214,Anemia (Variant 214),General,"Headache, Nausea, Fever",8,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
215,Fungal Infection (Variant 215),Skin,"Itching, Nausea, Headache",1,General Physician,Curd rice,Raw salads (if infectious),Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
216,Sunburn (Variant 216),Skin,"Cough, Nausea, Fever",10,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
217,Vitamin D Deficiency (Variant 217),General,"Stomach pain, Fatigue, Headache",5,General Physician,Papaya,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
218,Dehydration (Variant 218),General,"Cough, Body ache, Headache",2,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
219,Dehydration (Variant 219),General,"Headache, Itching, Cough",8,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
220,Gastritis (Variant 220),Gastrointestinal,"Fatigue, Body ache, Itching",4,General Physician,Papaya,Deep-fried pakoras,Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
221,Chickenpox (Variant 221),Infectious,"Fever, Fatigue, Nausea",5,General Physician,Pomegranate,Raw salads (if infectious),Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
222,Bronchitis (Variant 222),Respiratory,"Vomiting, Headache, Itching",7,Specialist Doctor,Pomegranate,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
223,Fungal Infection (Variant 223),Skin,"Headache, Nausea, Vomiting",7,Specialist Doctor,Pomegranate,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
224,Acne (Variant 224),Skin,"Body ache, Stomach pain, Itching",2,General Physician,Boiled vegetables,Cold drinks,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
225,Anemia (Variant 225),General,"Nausea, Vomiting, Fever",1,General Physician,Pomegranate,Excessive caffeine,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Jeera water for digestion.,Putting oil or ghee on open wounds.
226,Acidity (Variant 226),Gastrointestinal,"Fever, Stomach pain, Nausea",9,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
227,Eczema (Variant 227),Skin,"Itching, Cough, Body ache",7,Specialist Doctor,Pomegranate,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
228,Heat Rash (Variant 228),Skin,"Nausea, Fatigue, Cough",6,Specialist Doctor,Boiled vegetables,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
229,Malaria (Variant 229),Infectious,"Stomach pain, Headache, Fatigue",1,General Physician,Boiled vegetables,Raw salads (if infectious),Light stretching,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
230,Dengue (Variant 230),Infectious,"Cough, Headache, Body ache",10,Specialist Doctor,Boiled vegetables,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
231,Bronchitis (Variant 231),Respiratory,"Itching, Cough, Fever",7,Specialist Doctor,Papaya,Deep-fried pakoras,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
232,Sinusitis (Variant 232),Respiratory,"Itching, Body ache, Headache",3,General Physician,Pomegranate,Deep-fried pakoras,Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
233,Bronchitis (Variant 233),Respiratory,"Body ache, Nausea, Fatigue",5,General Physician,Pomegranate,Spicy street food,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Jeera water for digestion.,Using battery acid for skin patches.
234,Vitamin D Deficiency (Variant 234),General,"Fever, Nausea, Fatigue",6,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
235,Allergic Rhinitis (Variant 235),Respiratory,"Fatigue, Itching, Body ache",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Light stretching,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
236,Bronchitis (Variant 236),Respiratory,"Headache, Nausea, Itching",1,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,ORS,Standard OTC ORS for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
237,Fungal Infection (Variant 237),Skin,"Body ache, Itching, Nausea",10,Specialist Doctor,Curd rice,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
238,Sinusitis (Variant 238),Respiratory,"Fever, Stomach pain, Itching",2,General Physician,Boiled vegetables,Cold drinks,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
239,Sinusitis (Variant 239),Respiratory,"Vomiting, Cough, Stomach pain",10,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
240,Eczema (Variant 240),Skin,"Vomiting, Fatigue, Body ache",3,General Physician,Pomegranate,Excessive caffeine,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Coconut water for rehydration.,Using battery acid for skin patches.
241,Dehydration (Variant 241),General,"Headache, Vomiting, Cough",8,Specialist Doctor,Curd rice,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
242,Anemia (Variant 242),General,"Fever, Vomiting, Fatigue",5,General Physician,Boiled vegetables,Deep-fried pakoras,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,650,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
243,Sunburn (Variant 243),Skin,"Headache, Fever, Vomiting",3,General Physician,Moong Dal Khichdi,Cold drinks,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
244,Dengue (Variant 244),Infectious,"Nausea, Stomach pain, Fever",7,Specialist Doctor,Pomegranate,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
245,Influenza (Variant 245),Infectious,"Itching, Cough, Fever",2,General Physician,Boiled vegetables,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Putting oil or ghee on open wounds.
246,Heat Stroke (Variant 246),General,"Body ache, Itching, Fatigue",5,General Physician,Curd rice,Spicy street food,Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Jeera water for digestion.,Rubbing heavy salt on rashes.
247,Malaria (Variant 247),Infectious,"Fatigue, Fever, Body ache",10,Specialist Doctor,Pomegranate,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
248,Typhoid (Variant 248),Infectious,"Itching, Body ache, Cough",7,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
249,Gastritis (Variant 249),Gastrointestinal,"Stomach pain, Cough, Body ache",6,Specialist Doctor,Curd rice,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
250,Diarrhea (Variant 250),Gastrointestinal,"Stomach pain, Fever, Fatigue",10,Specialist Doctor,Papaya,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
251,Common Cold (Variant 251),Infectious,"Vomiting, Cough, Fever",5,General Physician,Pomegranate,Raw salads (if infectious),Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
252,Asthma (Variant 252),Respiratory,"Fatigue, Itching, Body ache",4,General Physician,Boiled vegetables,Raw salads (if infectious),Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
253,Common Cold (Variant 253),Infectious,"Stomach pain, Cough, Nausea",1,General Physician,Moong Dal Khichdi,Excessive caffeine,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
254,Amoebiasis (Variant 254),Gastrointestinal,"Body ache, Itching, Cough",8,Specialist Doctor,Pomegranate,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
255,Food Poisoning (Variant 255),Gastrointestinal,"Body ache, Fever, Cough",3,General Physician,Pomegranate,Raw salads (if infectious),Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Jeera water for digestion.,Using battery acid for skin patches.
256,Bronchitis (Variant 256),Respiratory,"Itching, Fever, Nausea",3,General Physician,Moong Dal Khichdi,Excessive caffeine,Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Using battery acid for skin patches.
257,Influenza (Variant 257),Infectious,"Nausea, Cough, Headache",9,Specialist Doctor,Curd rice,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
258,Common Cold (Variant 258),Infectious,"Nausea, Vomiting, Body ache",7,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
259,Dehydration (Variant 259),General,"Fever, Body ache, Cough",3,General Physician,Curd rice,Excessive caffeine,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Putting oil or ghee on open wounds.
260,Heat Stroke (Variant 260),General,"Itching, Body ache, Stomach pain",7,Specialist Doctor,Papaya,Excessive caffeine,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
261,Malaria (Variant 261),Infectious,"Itching, Nausea, Fatigue",10,Specialist Doctor,Papaya,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
262,Dehydration (Variant 262),General,"Headache, Fever, Vomiting",4,General Physician,Pomegranate,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
263,Bronchitis (Variant 263),Respiratory,"Itching, Vomiting, Headache",4,General Physician,Papaya,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
264,Influenza (Variant 264),Infectious,"Fatigue, Cough, Headache",1,General Physician,Pomegranate,Raw salads (if infectious),Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Putting oil or ghee on open wounds.
265,Asthma (Variant 265),Respiratory,"Itching, Nausea, Body ache",1,General Physician,Papaya,Deep-fried pakoras,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
266,Bronchitis (Variant 266),Respiratory,"Nausea, Fatigue, Cough",2,General Physician,Pomegranate,Cold drinks,Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
267,Acidity (Variant 267),Gastrointestinal,"Stomach pain, Body ache, Vomiting",5,General Physician,Boiled vegetables,Raw salads (if infectious),Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,250,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
268,Gastritis (Variant 268),Gastrointestinal,"Fatigue, Fever, Headache",5,General Physician,Boiled vegetables,Excessive caffeine,Light stretching,ORS,Standard OTC ORS for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
269,Fungal Infection (Variant 269),Skin,"Cough, Fever, Nausea",4,General Physician,Moong Dal Khichdi,Cold drinks,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
270,Anemia (Variant 270),General,"Body ache, Fever, Itching",7,Specialist Doctor,Pomegranate,Raw salads (if infectious),Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
271,Typhoid (Variant 271),Infectious,"Stomach pain, Cough, Headache",5,General Physician,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
272,Anemia (Variant 272),General,"Vomiting, Cough, Stomach pain",6,Specialist Doctor,Pomegranate,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
273,Influenza (Variant 273),Infectious,"Fatigue, Body ache, Stomach pain",4,General Physician,Boiled vegetables,Cold drinks,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
274,Allergic Rhinitis (Variant 274),Respiratory,"Body ache, Itching, Fever",1,General Physician,Papaya,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
275,Sinusitis (Variant 275),Respiratory,"Stomach pain, Itching, Cough",6,Specialist Doctor,Papaya,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
276,Sinusitis (Variant 276),Respiratory,"Headache, Vomiting, Fatigue",6,Specialist Doctor,Curd rice,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
277,Gastritis (Variant 277),Gastrointestinal,"Cough, Fever, Itching",7,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
278,Gastritis (Variant 278),Gastrointestinal,"Cough, Itching, Vomiting",2,General Physician,Curd rice,Spicy street food,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
279,Acidity (Variant 279),Gastrointestinal,"Fatigue, Headache, Itching",2,General Physician,Pomegranate,Cold drinks,Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
280,Food Poisoning (Variant 280),Gastrointestinal,"Headache, Fatigue, Fever",5,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
281,Asthma (Variant 281),Respiratory,"Cough, Itching, Vomiting",4,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Rubbing heavy salt on rashes.
282,Malaria (Variant 282),Infectious,"Body ache, Itching, Headache",7,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
283,Vitamin D Deficiency (Variant 283),General,"Fever, Vomiting, Nausea",3,General Physician,Pomegranate,Spicy street food,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
284,Sunburn (Variant 284),Skin,"Cough, Vomiting, Fatigue",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
285,Fungal Infection (Variant 285),Skin,"Fever, Itching, Headache",7,Specialist Doctor,Boiled vegetables,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
286,Diarrhea (Variant 286),Gastrointestinal,"Stomach pain, Cough, Fatigue",6,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
287,Malaria (Variant 287),Infectious,"Nausea, Fatigue, Cough",8,Specialist Doctor,Papaya,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
288,Asthma (Variant 288),Respiratory,"Vomiting, Headache, Fatigue",6,Specialist Doctor,Papaya,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
289,Vitamin D Deficiency (Variant 289),General,"Stomach pain, Nausea, Vomiting",10,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
290,Sinusitis (Variant 290),Respiratory,"Stomach pain, Itching, Vomiting",8,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
291,Sunburn (Variant 291),Skin,"Fatigue, Body ache, Headache",2,General Physician,Papaya,Deep-fried pakoras,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Jeera water for digestion.,Putting onions in armpits to reduce fever.
292,Amoebiasis (Variant 292),Gastrointestinal,"Cough, Nausea, Vomiting",4,General Physician,Boiled vegetables,Deep-fried pakoras,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
293,Bronchitis (Variant 293),Respiratory,"Cough, Headache, Vomiting",4,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Rubbing heavy salt on rashes.
294,Gastritis (Variant 294),Gastrointestinal,"Fatigue, Headache, Itching",10,Specialist Doctor,Boiled vegetables,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
295,Heat Rash (Variant 295),Skin,"Itching, Cough, Body ache",8,Specialist Doctor,Papaya,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
296,Vitamin D Deficiency (Variant 296),General,"Fatigue, Stomach pain, Headache",10,Specialist Doctor,Papaya,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
297,Asthma (Variant 297),Respiratory,"Fever, Itching, Cough",9,Specialist Doctor,Pomegranate,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
298,Eczema (Variant 298),Skin,"Itching, Fever, Fatigue",8,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
299,Food Poisoning (Variant 299),Gastrointestinal,"Stomach pain, Body ache, Headache",5,General Physician,Pomegranate,Spicy street food,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Using battery acid for skin patches.
300,Dehydration (Variant 300),General,"Headache, Itching, Vomiting",7,Specialist Doctor,Boiled vegetables,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
301,Vitamin D Deficiency (Variant 301),General,"Itching, Stomach pain, Fatigue",10,Specialist Doctor,Papaya,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
302,Gastritis (Variant 302),Gastrointestinal,"Body ache, Cough, Fatigue",6,Specialist Doctor,Curd rice,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
303,Fungal Infection (Variant 303),Skin,"Itching, Nausea, Stomach pain",1,General Physician,Papaya,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Jeera water for digestion.,Using battery acid for skin patches.
304,Amoebiasis (Variant 304),Gastrointestinal,"Headache, Vomiting, Fatigue",5,General Physician,Pomegranate,Raw salads (if infectious),Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
