disease_id,name,category,symptoms,severity,specialist,diet_to_eat,diet_to_avoid,workout,medicine_name,medicine_desc,base_dosage_mg,safe_tip,dangerous_myth
248,Typhoid,Infectious,"body ache, cough, itching",7,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
249,Gastritis,Gastrointestinal,"body ache, cough, stomach pain",6,Specialist Doctor,Curd rice,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
250,Diarrhea,Gastrointestinal,"fatigue, fever, stomach pain",10,Specialist Doctor,Papaya,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
251,Common Cold,Infectious,"cough, fever, vomiting",5,General Physician,Pomegranate,Raw salads (if infectious),Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
252,Asthma,Respiratory,"body ache, fatigue, itching",4,General Physician,Boiled vegetables,Raw salads (if infectious),Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
253,Common Cold,Infectious,"cough, nausea, stomach pain",1,General Physician,Moong Dal Khichdi,Excessive caffeine,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
254,Amoebiasis,Gastrointestinal,"body ache, cough, itching",8,Specialist Doctor,Pomegranate,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
255,Food Poisoning,Gastrointestinal,"body ache, cough, fever",3,General Physician,Pomegranate,Raw salads (if infectious),Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Jeera water for digestion.,Using battery acid for skin patches.
256,Bronchitis,Respiratory,"fever, itching, nausea",3,General Physician,Moong Dal Khichdi,Excessive caffeine,Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Using battery acid for skin patches.
257,Influenza,Infectious,"cough, headache, nausea",9,Specialist Doctor,Curd rice,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
258,Common Cold,Infectious,"body ache, nausea, vomiting",7,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
259,Dehydration,General,"body ache, cough, fever",3,General Physician,Curd rice,Excessive caffeine,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Putting oil or ghee on open wounds.
260,Heat Stroke,General,"body ache, itching, stomach pain",7,Specialist Doctor,Papaya,Excessive caffeine,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
261,Malaria,Infectious,"fatigue, itching, nausea",10,Specialist Doctor,Papaya,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
262,Dehydration,General,"fever, headache, vomiting",4,General Physician,Pomegranate,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
263,Bronchitis,Respiratory,"headache, itching, vomiting",4,General Physician,Papaya,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
264,Influenza,Infectious,"cough, fatigue, headache",1,General Physician,Pomegranate,Raw salads (if infectious),Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Putting oil or ghee on open wounds.
265,Asthma,Respiratory,"body ache, itching, nausea",1,General Physician,Papaya,Deep-fried pakoras,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
266,Bronchitis,Respiratory,"cough, fatigue, nausea",2,General Physician,Pomegranate,Cold drinks,Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
267,Acidity,Gastrointestinal,"body ache, stomach pain, vomiting",5,General Physician,Boiled vegetables,Raw salads (if infectious),Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,250,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
268,Gastritis,Gastrointestinal,"fatigue, fever, headache",5,General Physician,Boiled vegetables,Excessive caffeine,Light stretching,ORS,Standard OTC ORS for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
269,Fungal Infection,Skin,"cough, fever, nausea",4,General Physician,Moong Dal Khichdi,Cold drinks,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
270,Anemia,General,"body ache, fever, itching",7,Specialist Doctor,Pomegranate,Raw salads (if infectious),Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
271,Typhoid,Infectious,"cough, headache, stomach pain",5,General Physician,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
272,Anemia,General,"cough, stomach pain, vomiting",6,Specialist Doctor,Pomegranate,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
273,Influenza,Infectious,"body ache, fatigue, stomach pain",4,General Physician,Boiled vegetables,Cold drinks,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
274,Allergic Rhinitis,Respiratory,"body ache, fever, itching",1,General Physician,Papaya,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
275,Sinusitis,Respiratory,"cough, itching, stomach pain",6,Specialist Doctor,Papaya,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
276,Sinusitis,Respiratory,"fatigue, headache, vomiting",6,Specialist Doctor,Curd rice,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
277,Gastritis,Gastrointestinal,"cough, fever, itching",7,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
278,Gastritis,Gastrointestinal,"cough, itching, vomiting",2,General Physician,Curd rice,Spicy street food,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
279,Acidity,Gastrointestinal,"fatigue, headache, itching",2,General Physician,Pomegranate,Cold drinks,Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
280,Food Poisoning,Gastrointestinal,"fatigue, fever, headache",5,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
281,Asthma,Respiratory,"cough, itching, vomiting",4,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Rubbing heavy salt on rashes.
282,Malaria,Infectious,"body ache, headache, itching",7,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
283,Vitamin D Deficiency,General,"fever, nausea, vomiting",3,General Physician,Pomegranate,Spicy street food,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
284,Sunburn,Skin,"cough, fatigue, vomiting",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
285,Fungal Infection,Skin,"fever, headache, itching",7,Specialist Doctor,Boiled vegetables,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
286,Diarrhea,Gastrointestinal,"cough, fatigue, stomach pain",6,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
287,Malaria,Infectious,"cough, fatigue, nausea",8,Specialist Doctor,Papaya,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
288,Asthma,Respiratory,"fatigue, headache, vomiting",6,Specialist Doctor,Papaya,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
289,Vitamin D Deficiency,General,"nausea, stomach pain, vomiting",10,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
290,Sinusitis,Respiratory,"itching, stomach pain, vomiting",8,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
291,Sunburn,Skin,"body ache, fatigue, headache",2,General Physician,Papaya,Deep-fried pakoras,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Jeera water for digestion.,Putting onions in armpits to reduce fever.
292,Amoebiasis,Gastrointestinal,"cough, nausea, vomiting",4,General Physician,Boiled vegetables,Deep-fried pakoras,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
293,Bronchitis,Respiratory,"cough, headache, vomiting",4,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Rubbing heavy salt on rashes.
294,Gastritis,Gastrointestinal,"fatigue, headache, itching",10,Specialist Doctor,Boiled vegetables,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
295,Heat Rash,Skin,"body ache, cough, itching",8,Specialist Doctor,Papaya,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
296,Vitamin D Deficiency,General,"fatigue, headache, stomach pain",10,Specialist Doctor,Papaya,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
297,Asthma,Respiratory,"cough, fever, itching",9,Specialist Doctor,Pomegranate,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
298,Eczema,Skin,"fatigue, fever, itching",8,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
299,Food Poisoning,Gastrointestinal,"body ache, headache, stomach pain",5,General Physician,Pomegranate,Spicy street food,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Using battery acid for skin patches.
300,Dehydration,General,"headache, itching, vomiting",7,Specialist Doctor,Boiled vegetables,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
301,Vitamin D Deficiency,General,"fatigue, itching, stomach pain",10,Specialist Doctor,Papaya,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
302,Gastritis,Gastrointestinal,"body ache, cough, fatigue",6,Specialist Doctor,Curd rice,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
303,Fungal Infection,Skin,"itching, nausea, stomach pain",1,General Physician,Papaya,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Jeera water for digestion.,Using battery acid for skin patches.
304,Amoebiasis,Gastrointestinal,"fatigue, headache, vomiting",5,General Physician,Pomegranate,Raw salads (if infectious),Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
305,Vitamin D Deficiency,General,"body ache, cough, stomach pain",3,General Physician,Moong Dal Khichdi,Spicy street food,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
306,Fungal Infection,Skin,"body ache, fever, stomach pain",8,Specialist Doctor,Curd rice,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
307,Dehydration,General,"cough, headache, vomiting",2,General Physician,Curd rice,Cold drinks,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
308,Asthma,Respiratory,"cough, fever, vomiting",7,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
309,Common Cold,Infectious,"fatigue, fever, stomach pain",1,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
310,Influenza,Infectious,"body ache, headache, stomach pain",1,General Physician,Moong Dal Khichdi,Excessive caffeine,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Coconut water for rehydration.,Rubbing heavy salt on rashes.
311,Acidity,Gastrointestinal,"itching, nausea, vomiting",5,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
312,Malaria,Infectious,"fatigue, headache, itching",3,General Physician,Papaya,Spicy street food,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
313,Asthma,Respiratory,"body ache, fatigue, nausea",6,Specialist Doctor,Papaya,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
314,Dehydration,General,"fever, headache, vomiting",1,General Physician,Moong Dal Khichdi,Excessive caffeine,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
315,Amoebiasis,Gastrointestinal,"fatigue, fever, nausea",9,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
316,Acne,Skin,"fever, headache, stomach pain",5,General Physician,Pomegranate,Raw salads (if infectious),Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
317,Dengue,Infectious,"body ache, headache, nausea",5,General Physician,Pomegranate,Cold drinks,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
318,Common Cold,Infectious,"fever, nausea, stomach pain",2,General Physician,Papaya,Deep-fried pakoras,Yoga (Pranayama),Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Coconut water for rehydration.,Rubbing heavy salt on rashes.
319,Food Poisoning,Gastrointestinal,"fatigue, headache, stomach pain",2,General Physician,Papaya,Excessive caffeine,Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
320,Dengue,Infectious,"cough, stomach pain, vomiting",3,General Physician,Boiled vegetables,Deep-fried pakoras,Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Rubbing heavy salt on rashes.
321,Allergic Rhinitis,Respiratory,"cough, fever, nausea",7,Specialist Doctor,Pomegranate,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
322,Dengue,Infectious,"body ache, itching, vomiting",2,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
323,Malaria,Infectious,"headache, nausea, stomach pain",9,Specialist Doctor,Pomegranate,Excessive caffeine,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting oil or ghee on open wounds.
324,Allergic Rhinitis,Respiratory,"cough, fever, nausea",4,General Physician,Curd rice,Deep-fried pakoras,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
325,Diarrhea,Gastrointestinal,"fatigue, fever, headache",6,Specialist Doctor,Pomegranate,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
326,Amoebiasis,Gastrointestinal,"cough, nausea, vomiting",1,General Physician,Papaya,Deep-fried pakoras,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Coconut water for rehydration.,Putting oil or ghee on open wounds.
327,Food Poisoning,Gastrointestinal,"headache, nausea, stomach pain",4,General Physician,Curd rice,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Jeera water for digestion.,Putting oil or ghee on open wounds.
328,Acidity,Gastrointestinal,"body ache, fever, headache",1,General Physician,Pomegranate,Excessive caffeine,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
329,Vitamin D Deficiency,General,"fever, itching, nausea",6,Specialist Doctor,Curd rice,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
330,Dengue,Infectious,"body ache, fatigue, stomach pain",5,General Physician,Moong Dal Khichdi,Spicy street food,Light stretching,ORS,Standard OTC ORS for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
331,Chickenpox,Infectious,"body ache, nausea, vomiting",6,Specialist Doctor,Papaya,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
332,Vitamin D Deficiency,General,"cough, headache, nausea",9,Specialist Doctor,Curd rice,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
333,Malaria,Infectious,"body ache, fever, headache",7,Specialist Doctor,Pomegranate,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
334,Influenza,Infectious,"itching, nausea, stomach pain",2,General Physician,Pomegranate,Raw salads (if infectious),Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
335,Fungal Infection,Skin,"cough, headache, itching",10,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
336,Heat Rash,Skin,"fever, itching, vomiting",1,General Physician,Pomegranate,Deep-fried pakoras,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
337,Sinusitis,Respiratory,"headache, stomach pain, vomiting",3,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
338,Allergic Rhinitis,Respiratory,"cough, headache, nausea",5,General Physician,Papaya,Raw salads (if infectious),Complete Bed Rest,ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
339,Allergic Rhinitis,Respiratory,"cough, fatigue, itching",5,General Physician,Pomegranate,Deep-fried pakoras,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Coconut water for rehydration.,Using battery acid for skin patches.
340,Fungal Infection,Skin,"cough, fever, vomiting",3,General Physician,Pomegranate,Excessive caffeine,Anulom Vilom,ORS,Standard OTC ORS for symptomatic relief.,250,Jeera water for digestion.,Rubbing heavy salt on rashes.
341,Diarrhea,Gastrointestinal,"cough, stomach pain, vomiting",10,Specialist Doctor,Pomegranate,Excessive caffeine,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
342,Malaria,Infectious,"cough, fever, nausea",2,General Physician,Boiled vegetables,Excessive caffeine,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
343,Chickenpox,Infectious,"headache, nausea, stomach pain",4,General Physician,Curd rice,Cold drinks,Anulom Vilom,ORS,Standard OTC ORS for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
344,Sunburn,Skin,"headache, stomach pain, vomiting",1,General Physician,Papaya,Spicy street food,Complete Bed Rest,ORS,Standard OTC ORS for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
345,Heat Rash,Skin,"fatigue, fever, nausea",8,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
346,Amoebiasis,Gastrointestinal,"headache, nausea, stomach pain",7,Specialist Doctor,Moong Dal Khichdi,Cold drinks,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
347,Vitamin D Deficiency,General,"cough, headache, vomiting",4,General Physician,Pomegranate,Deep-fried pakoras,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
348,Fungal Infection,Skin,"headache, itching, stomach pain",1,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
349,Sinusitis,Respiratory,"body ache, stomach pain, vomiting",6,Specialist Doctor,Curd rice,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
350,Vitamin D Deficiency,General,"body ache, fatigue, vomiting",5,General Physician,Curd rice,Cold drinks,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Ginger and honey tea for sore throat.,Applying Colgate/toothpaste on burns (causes infection).
351,Bronchitis,Respiratory,"cough, fever, stomach pain",10,Specialist Doctor,Boiled vegetables,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
352,Common Cold,Infectious,"body ache, cough, itching",9,Specialist Doctor,Papaya,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
353,Chickenpox,Infectious,"nausea, stomach pain, vomiting",6,Specialist Doctor,Pomegranate,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
