disease_id,name,category,symptoms,severity,specialist,diet_to_eat,diet_to_avoid,workout,medicine_name,medicine_desc,base_dosage_mg,safe_tip,dangerous_myth
227,Eczema,Skin,"Dry skin, Cracked skin, Itchy patches",7,Specialist Doctor,Pomegranate,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
228,Heat Rash,Skin,"Small red bumps, Mild swelling, Itching in sweat areas, Prickly heat",6,Specialist Doctor,Boiled vegetables,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Applying Colgate/toothpaste on burns (causes infection).
229,Malaria,Infectious,"Profuse sweating, Shivering chills, Splenomegaly",1,General Physician,Boiled vegetables,Raw salads (if infectious),Light stretching,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
230,Dengue,Infectious,"High fever, Joint pain, Bleeding gums",10,Specialist Doctor,Boiled vegetables,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
231,Bronchitis,Respiratory,"Persistent cough, Chest congestion, Wheezing, Shortness of breath",7,Specialist Doctor,Papaya,Deep-fried pakoras,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
232,Sinusitis,Respiratory,"Facial pressure, Thick yellow mucus, Stuffed nose, Headache",3,General Physician,Pomegranate,Deep-fried pakoras,Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
233,Bronchitis,Respiratory,"Wheezing, Persistent cough, Chest congestion",5,General Physician,Pomegranate,Spicy street food,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,250,Jeera water for digestion.,Using battery acid for skin patches.
234,Vitamin D Deficiency,General,"Muscle weakness, Mood changes, Bone pain",6,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
235,Allergic Rhinitis,Respiratory,"Watery eyes, Puffy eyelids, Constant sneezing",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Light stretching,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
236,Bronchitis,Respiratory,"Wheezing, Chest congestion, Persistent cough",1,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,ORS,Standard OTC ORS for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
237,Fungal Infection,Skin,"Itching between toes, Discolored nails, Ring-shaped rash, Scaly skin",10,Specialist Doctor,Curd rice,Cold drinks,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
238,Sinusitis,Respiratory,"Stuffed nose, Thick yellow mucus, Headache, Facial pressure",2,General Physician,Boiled vegetables,Cold drinks,Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
239,Sinusitis,Respiratory,"Facial pressure, Thick yellow mucus, Stuffed nose, Headache",10,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Putting oil or ghee on open wounds.
240,Eczema,Skin,"Cracked skin, Itchy patches, Dry skin",3,General Physician,Pomegranate,Excessive caffeine,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Coconut water for rehydration.,Using battery acid for skin patches.
241,Dehydration,General,"Dark urine, Dry mouth, Extreme thirst, Dizziness",8,Specialist Doctor,Curd rice,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
242,Anemia,General,"Extreme fatigue, Pale skin, Brittle nails, Cold hands",5,General Physician,Boiled vegetables,Deep-fried pakoras,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,650,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
243,Sunburn,Skin,"Blisters, Red painful skin, Hot to touch",3,General Physician,Moong Dal Khichdi,Cold drinks,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
244,Dengue,Infectious,"Retro-orbital pain, Bleeding gums, Joint pain, High fever",7,Specialist Doctor,Pomegranate,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
245,Influenza,Infectious,"Severe body ache, Chills, Dry cough, High fever",2,General Physician,Boiled vegetables,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Coconut water for rehydration.,Putting oil or ghee on open wounds.
246,Heat Stroke,General,"No sweating, Body temp above 104F, Confusion",5,General Physician,Curd rice,Spicy street food,Anulom Vilom,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,250,Jeera water for digestion.,Rubbing heavy salt on rashes.
247,Malaria,Infectious,"Profuse sweating, Splenomegaly, Shivering chills, Cyclical fever",10,Specialist Doctor,Pomegranate,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
248,Typhoid,Infectious,"High fever, Rose spots, Stomach pain, Coated tongue",7,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
249,Gastritis,Gastrointestinal,"Upper stomach pain, Indigestion, Nausea, Feeling full after small meal",6,Specialist Doctor,Curd rice,Cold drinks,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
250,Diarrhea,Gastrointestinal,"Loose stools, Dehydration, Abdominal cramps, Urgency",10,Specialist Doctor,Papaya,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
251,Common Cold,Infectious,"Mild fever, Runny nose, Sneezing",5,General Physician,Pomegranate,Raw salads (if infectious),Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
252,Asthma,Respiratory,"Chest tightness, Difficulty breathing, Wheezing sounds, Night cough",4,General Physician,Boiled vegetables,Raw salads (if infectious),Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
253,Common Cold,Infectious,"Sore throat, Mild fever, Runny nose",1,General Physician,Moong Dal Khichdi,Excessive caffeine,Yoga (Pranayama),Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
254,Amoebiasis,Gastrointestinal,"Tenesmus, Weight loss, Stomach cramps",8,Specialist Doctor,Pomegranate,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
255,Food Poisoning,Gastrointestinal,"Abdominal cramps, Diarrhea, Fever, Projectile vomiting",3,General Physician,Pomegranate,Raw salads (if infectious),Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Jeera water for digestion.,Using battery acid for skin patches.
256,Bronchitis,Respiratory,"Shortness of breath, Wheezing, Chest congestion",3,General Physician,Moong Dal Khichdi,Excessive caffeine,Light stretching,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Using battery acid for skin patches.
257,Influenza,Infectious,"Severe body ache, High fever, Chills",9,Specialist Doctor,Curd rice,Cold drinks,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Using battery acid for skin patches.
258,Common Cold,Infectious,"Sore throat, Runny nose, Sneezing, Mild fever",7,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
259,Dehydration,General,"Dark urine, Dry mouth, Extreme thirst",3,General Physician,Curd rice,Excessive caffeine,Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Putting oil or ghee on open wounds.
260,Heat Stroke,General,"Body temp above 104F, Rapid pulse, No sweating, Confusion",7,Specialist Doctor,Papaya,Excessive caffeine,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
261,Malaria,Infectious,"Cyclical fever, Shivering chills, Profuse sweating, Splenomegaly",10,Specialist Doctor,Papaya,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
262,Dehydration,General,"Dark urine, Dry mouth, Dizziness",4,General Physician,Pomegranate,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
263,Bronchitis,Respiratory,"Shortness of breath, Chest congestion, Wheezing, Persistent cough",4,General Physician,Papaya,Spicy street food,Brisk walking,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
264,Influenza,Infectious,"High fever, Chills, Severe body ache, Dry cough",1,General Physician,Pomegranate,Raw salads (if infectious),Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Putting oil or ghee on open wounds.
265,Asthma,Respiratory,"Wheezing sounds, Difficulty breathing, Chest tightness, Night cough",1,General Physician,Papaya,Deep-fried pakoras,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
266,Bronchitis,Respiratory,"Persistent cough, Chest congestion, Shortness of breath, Wheezing",2,General Physician,Pomegranate,Cold drinks,Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
267,Acidity,Gastrointestinal,"Heartburn, Bloating, Sour burps, Burning sensation in chest",5,General Physician,Boiled vegetables,Raw salads (if infectious),Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,250,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
268,Gastritis,Gastrointestinal,"Nausea, Indigestion, Feeling full after small meal",5,General Physician,Boiled vegetables,Excessive caffeine,Light stretching,ORS,Standard OTC ORS for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
269,Fungal Infection,Skin,"Ring-shaped rash, Itching between toes, Discolored nails",4,General Physician,Moong Dal Khichdi,Cold drinks,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
270,Anemia,General,"Brittle nails, Extreme fatigue, Cold hands, Pale skin",7,Specialist Doctor,Pomegranate,Raw salads (if infectious),Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Rubbing heavy salt on rashes.
271,Typhoid,Infectious,"Stomach pain, Coated tongue, High fever, Rose spots",5,General Physician,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
272,Anemia,General,"Brittle nails, Cold hands, Pale skin, Extreme fatigue",6,Specialist Doctor,Pomegranate,Cold drinks,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
273,Influenza,Infectious,"Chills, Severe body ache, High fever",4,General Physician,Boiled vegetables,Cold drinks,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
274,Allergic Rhinitis,Respiratory,"Watery eyes, Constant sneezing, Itchy nose, Puffy eyelids",1,General Physician,Papaya,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Ginger and honey tea for sore throat.,Rubbing heavy salt on rashes.
275,Sinusitis,Respiratory,"Thick yellow mucus, Stuffed nose, Facial pressure, Headache",6,Specialist Doctor,Papaya,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
276,Sinusitis,Respiratory,"Stuffed nose, Thick yellow mucus, Headache, Facial pressure",6,Specialist Doctor,Curd rice,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
277,Gastritis,Gastrointestinal,"Indigestion, Nausea, Upper stomach pain, Feeling full after small meal",7,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Putting onions in armpits to reduce fever.
278,Gastritis,Gastrointestinal,"Nausea, Upper stomach pain, Feeling full after small meal",2,General Physician,Curd rice,Spicy street food,Complete Bed Rest,Omeprazole,Standard OTC Omeprazole for symptomatic relief.,650,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
279,Acidity,Gastrointestinal,"Burning sensation in chest, Bloating, Sour burps",2,General Physician,Pomegranate,Cold drinks,Yoga (Pranayama),Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
280,Food Poisoning,Gastrointestinal,"Diarrhea, Projectile vomiting, Fever, Abdominal cramps",5,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,250,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
281,Asthma,Respiratory,"Wheezing sounds, Chest tightness, Night cough",4,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Anulom Vilom,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Rubbing heavy salt on rashes.
282,Malaria,Infectious,"Splenomegaly, Profuse sweating, Shivering chills, Cyclical fever",7,Specialist Doctor,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Putting oil or ghee on open wounds.
283,Vitamin D Deficiency,General,"Muscle weakness, Mood changes, Hair loss, Bone pain",3,General Physician,Pomegranate,Spicy street food,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
284,Sunburn,Skin,"Red painful skin, Hot to touch, Blisters, Peeling skin",2,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
285,Fungal Infection,Skin,"Ring-shaped rash, Itching between toes, Scaly skin",7,Specialist Doctor,Boiled vegetables,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
286,Diarrhea,Gastrointestinal,"Abdominal cramps, Urgency, Loose stools",6,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
287,Malaria,Infectious,"Cyclical fever, Profuse sweating, Splenomegaly",8,Specialist Doctor,Papaya,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
288,Asthma,Respiratory,"Difficulty breathing, Wheezing sounds, Night cough, Chest tightness",6,Specialist Doctor,Papaya,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
289,Vitamin D Deficiency,General,"Muscle weakness, Bone pain, Mood changes",10,Specialist Doctor,Moong Dal Khichdi,Excessive caffeine,Yoga (Pranayama),N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Putting onions in armpits to reduce fever.
290,Sinusitis,Respiratory,"Thick yellow mucus, Headache, Facial pressure, Stuffed nose",8,Specialist Doctor,Boiled vegetables,Deep-fried pakoras,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
291,Sunburn,Skin,"Blisters, Peeling skin, Hot to touch",2,General Physician,Papaya,Deep-fried pakoras,Brisk walking,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,500,Jeera water for digestion.,Putting onions in armpits to reduce fever.
292,Amoebiasis,Gastrointestinal,"Bloody stools, Weight loss, Stomach cramps",4,General Physician,Boiled vegetables,Deep-fried pakoras,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
293,Bronchitis,Respiratory,"Persistent cough, Wheezing, Chest congestion",4,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Coconut water for rehydration.,Rubbing heavy salt on rashes.
294,Gastritis,Gastrointestinal,"Indigestion, Nausea, Upper stomach pain, Feeling full after small meal",10,Specialist Doctor,Boiled vegetables,Spicy street food,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
295,Heat Rash,Skin,"Itching in sweat areas, Mild swelling, Prickly heat",8,Specialist Doctor,Papaya,Excessive caffeine,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
296,Vitamin D Deficiency,General,"Mood changes, Bone pain, Hair loss",10,Specialist Doctor,Papaya,Excessive caffeine,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Coconut water for rehydration.,Using battery acid for skin patches.
297,Asthma,Respiratory,"Difficulty breathing, Night cough, Wheezing sounds, Chest tightness",9,Specialist Doctor,Pomegranate,Raw salads (if infectious),Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Applying Colgate/toothpaste on burns (causes infection).
298,Eczema,Skin,"Cracked skin, Dry skin, Itchy patches, Red inflammation",8,Specialist Doctor,Moong Dal Khichdi,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
299,Food Poisoning,Gastrointestinal,"Abdominal cramps, Fever, Diarrhea",5,General Physician,Pomegranate,Spicy street food,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Using battery acid for skin patches.
300,Dehydration,General,"Dizziness, Dark urine, Extreme thirst",7,Specialist Doctor,Boiled vegetables,Spicy street food,Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Using battery acid for skin patches.
301,Vitamin D Deficiency,General,"Hair loss, Muscle weakness, Bone pain, Mood changes",10,Specialist Doctor,Papaya,Deep-fried pakoras,Anulom Vilom,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Rubbing heavy salt on rashes.
302,Gastritis,Gastrointestinal,"Feeling full after small meal, Upper stomach pain, Indigestion, Nausea",6,Specialist Doctor,Curd rice,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
303,Fungal Infection,Skin,"Discolored nails, Ring-shaped rash, Itching between toes",1,General Physician,Papaya,Deep-fried pakoras,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Jeera water for digestion.,Using battery acid for skin patches.
304,Amoebiasis,Gastrointestinal,"Stomach cramps, Bloody stools, Weight loss",5,General Physician,Pomegranate,Raw salads (if infectious),Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Coconut water for rehydration.,Putting onions in armpits to reduce fever.
305,Vitamin D Deficiency,General,"Mood changes, Muscle weakness, Hair loss, Bone pain",3,General Physician,Moong Dal Khichdi,Spicy street food,Anulom Vilom,Loperamide,Standard OTC Loperamide for symptomatic relief.,250,Saltwater gargles for throat infection.,Rubbing heavy salt on rashes.
306,Fungal Infection,Skin,"Itching between toes, Scaly skin, Ring-shaped rash",8,Specialist Doctor,Curd rice,Deep-fried pakoras,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting onions in armpits to reduce fever.
307,Dehydration,General,"Dark urine, Dry mouth, Dizziness, Extreme thirst",2,General Physician,Curd rice,Cold drinks,Anulom Vilom,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,500,Ginger and honey tea for sore throat.,Using battery acid for skin patches.
308,Asthma,Respiratory,"Chest tightness, Night cough, Difficulty breathing, Wheezing sounds",7,Specialist Doctor,Moong Dal Khichdi,Raw salads (if infectious),Brisk walking,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
309,Common Cold,Infectious,"Mild fever, Runny nose, Sore throat",1,General Physician,Moong Dal Khichdi,Deep-fried pakoras,Brisk walking,ORS,Standard OTC ORS for symptomatic relief.,500,Warm turmeric milk (Haldi Doodh) for immunity.,Using battery acid for skin patches.
310,Influenza,Infectious,"Severe body ache, Dry cough, High fever, Chills",1,General Physician,Moong Dal Khichdi,Excessive caffeine,Complete Bed Rest,Loperamide,Standard OTC Loperamide for symptomatic relief.,650,Coconut water for rehydration.,Rubbing heavy salt on rashes.
311,Acidity,Gastrointestinal,"Heartburn, Bloating, Burning sensation in chest, Sour burps",5,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Complete Bed Rest,Paracetamol,Standard OTC Paracetamol for symptomatic relief.,650,Ginger and honey tea for sore throat.,Putting onions in armpits to reduce fever.
312,Malaria,Infectious,"Cyclical fever, Profuse sweating, Splenomegaly, Shivering chills",3,General Physician,Papaya,Spicy street food,Brisk walking,Loperamide,Standard OTC Loperamide for symptomatic relief.,500,Coconut water for rehydration.,Applying Colgate/toothpaste on burns (causes infection).
313,Asthma,Respiratory,"Night cough, Wheezing sounds, Difficulty breathing",6,Specialist Doctor,Papaya,Spicy street food,Light stretching,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
314,Dehydration,General,"Dark urine, Extreme thirst, Dry mouth, Dizziness",1,General Physician,Moong Dal Khichdi,Excessive caffeine,Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
315,Amoebiasis,Gastrointestinal,"Bloody stools, Weight loss, Stomach cramps, Tenesmus",9,Specialist Doctor,Boiled vegetables,Raw salads (if infectious),Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
316,Acne,Skin,"Blackheads, Red bumps, Pimples, Oily skin",5,General Physician,Pomegranate,Raw salads (if infectious),Anulom Vilom,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Saltwater gargles for throat infection.,Putting oil or ghee on open wounds.
317,Dengue,Infectious,"Joint pain, High fever, Retro-orbital pain, Bleeding gums",5,General Physician,Pomegranate,Cold drinks,Brisk walking,Cetirizine,Standard OTC Cetirizine for symptomatic relief.,650,Warm turmeric milk (Haldi Doodh) for immunity.,Putting oil or ghee on open wounds.
318,Common Cold,Infectious,"Runny nose, Sneezing, Sore throat",2,General Physician,Papaya,Deep-fried pakoras,Yoga (Pranayama),Cetirizine,Standard OTC Cetirizine for symptomatic relief.,500,Coconut water for rehydration.,Rubbing heavy salt on rashes.
319,Food Poisoning,Gastrointestinal,"Fever, Diarrhea, Projectile vomiting",2,General Physician,Papaya,Excessive caffeine,Complete Bed Rest,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Saltwater gargles for throat infection.,Applying Colgate/toothpaste on burns (causes infection).
320,Dengue,Infectious,"Joint pain, Bleeding gums, High fever",3,General Physician,Boiled vegetables,Deep-fried pakoras,Yoga (Pranayama),ORS,Standard OTC ORS for symptomatic relief.,500,Jeera water for digestion.,Rubbing heavy salt on rashes.
321,Allergic Rhinitis,Respiratory,"Itchy nose, Puffy eyelids, Constant sneezing",7,Specialist Doctor,Pomegranate,Spicy street food,Complete Bed Rest,N/A - Prescription Required,Severity is high. Automatic recommendation disabled to ensure safety. Consult a doctor.,0,Jeera water for digestion.,Rubbing heavy salt on rashes.
322,Dengue,Infectious,"Bleeding gums, Retro-orbital pain, Joint pain, High fever",2,General Physician,Moong Dal Khichdi,Raw salads (if infectious),Light stretching,Ibuprofen,Standard OTC Ibuprofen for symptomatic relief.,250,Coconut water for rehydration.,Putting oil or ghee on open wounds.
