name,category,symptoms,severity,diet_to_eat,diet_to_avoid,medicine_name,safe_tip,dangerous_myth,base_dosage_mg
Dengue,Medical,"Severe joint pain, Pain behind eyes, Bleeding gums",5,"Papaya leaf extract, Pomegranate, Coconut water, Goat milk","Oily food, Spicy food, Dark colored liquids (can mask bleeding)",Paracetamol (Avoid Aspirin/Ibuprofen as they increase bleeding risk),Keep yourself hydrated and use mosquito nets.,Myth: Papaya leaf is a complete cure. Fact: It helps platelets but medical monitoring is essential.,500
Dengue,Medical,"Pain behind eyes, Severe joint pain, Skin rashes",8,"Papaya leaf extract, Pomegranate, Coconut water, Goat milk","Oily food, Spicy food, Dark colored liquids (can mask bleeding)",Paracetamol (Avoid Aspirin/Ibuprofen as they increase bleeding risk),Keep yourself hydrated and use mosquito nets.,Myth: Papaya leaf is a complete cure. Fact: It helps platelets but medical monitoring is essential.,650
Dengue,Medical,"Severe joint pain, High fever, Skin rashes, Bleeding gums",8,"Papaya leaf extract, Pomegranate, Coconut water, Goat milk","Oily food, Spicy food, Dark colored liquids (can mask bleeding)",Paracetamol (Avoid Aspirin/Ibuprofen as they increase bleeding risk),Keep yourself hydrated and use mosquito nets.,Myth: Papaya leaf is a complete cure. Fact: It helps platelets but medical monitoring is essential.,500
Dengue,Medical,"Pain behind eyes, High fever, Skin rashes, Bleeding gums",3,"Papaya leaf extract, Pomegranate, Coconut water, Goat milk","Oily food, Spicy food, Dark colored liquids (can mask bleeding)",Paracetamol (Avoid Aspirin/Ibuprofen as they increase bleeding risk),Keep yourself hydrated and use mosquito nets.,Myth: Papaya leaf is a complete cure. Fact: It helps platelets but medical monitoring is essential.,250
Malaria,Medical,"Profuse sweating, Splenomegaly, Shivering chills",9,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"High fever, Splenomegaly, Shivering chills, Profuse sweating",8,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Fatigue, Profuse sweating, Shivering chills",7,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,650
Malaria,Medical,"High fever, Splenomegaly, Shivering chills, Profuse sweating",5,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Profuse sweating, Splenomegaly, Shivering chills",3,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,650
Malaria,Medical,"Splenomegaly, Profuse sweating, Fatigue",3,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Profuse sweating, Fatigue, Splenomegaly",5,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,650
Malaria,Medical,"Shivering chills, Profuse sweating, Splenomegaly",7,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Fatigue, Shivering chills, Profuse sweating, High fever",3,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Splenomegaly, Shivering chills, Profuse sweating, High fever",8,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Profuse sweating, High fever, Fatigue, Splenomegaly",8,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Profuse sweating, Shivering chills, Splenomegaly",5,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Shivering chills, Profuse sweating, Fatigue, Splenomegaly",3,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"High fever, Splenomegaly, Fatigue, Shivering chills",9,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,650
Malaria,Medical,"Profuse sweating, High fever, Splenomegaly",7,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Fatigue, Splenomegaly, Profuse sweating, High fever",4,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Profuse sweating, Splenomegaly, Fatigue",5,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Fatigue, Profuse sweating, Shivering chills, Splenomegaly",3,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Profuse sweating, Fatigue, Splenomegaly",4,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Splenomegaly, Fatigue, High fever, Profuse sweating",3,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Shivering chills, Profuse sweating, High fever",9,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,650
Malaria,Medical,"Shivering chills, Fatigue, High fever",6,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Fatigue, High fever, Shivering chills",8,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,650
Malaria,Medical,"Profuse sweating, High fever, Fatigue",5,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Splenomegaly, Shivering chills, Fatigue, Profuse sweating",6,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Fatigue, High fever, Splenomegaly",3,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"High fever, Profuse sweating, Splenomegaly, Shivering chills",3,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Fatigue, Shivering chills, High fever, Profuse sweating",7,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Profuse sweating, Fatigue, Shivering chills, High fever",4,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,650
Malaria,Medical,"Profuse sweating, Fatigue, Shivering chills",9,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"High fever, Splenomegaly, Profuse sweating",3,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Shivering chills, Splenomegaly, High fever, Profuse sweating",6,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Profuse sweating, Fatigue, High fever",6,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,650
Malaria,Medical,"Splenomegaly, Profuse sweating, Shivering chills",3,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"High fever, Splenomegaly, Fatigue, Shivering chills",4,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,500
Malaria,Medical,"Splenomegaly, Fatigue, Profuse sweating, High fever",7,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Splenomegaly, High fever, Fatigue",7,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,250
Malaria,Medical,"Shivering chills, Fatigue, High fever",5,"Fresh fruit juices, Boiled rice, Lentils","Cold foods, Oily food, Curd/Yogurt during fever",Antimalarials (Prescription required),Always complete the full course of antimalarial medication.,Myth: You can't get malaria twice. Fact: You can be reinfected multiple times.,650
Anemia,Medical,"Brittle nails, Pale skin, Dizziness",3,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Pale skin, Shortness of breath, Brittle nails, Dizziness",9,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Cold hands and feet, Shortness of breath, Pale skin",3,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Cold hands and feet, Shortness of breath, Dizziness, Brittle nails",7,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Cold hands and feet, Shortness of breath, Dizziness",9,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,250
Anemia,Medical,"Pale skin, Brittle nails, Shortness of breath",9,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Cold hands and feet, Brittle nails, Shortness of breath, Dizziness",4,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Brittle nails, Cold hands and feet, Pale skin, Dizziness",8,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Cold hands and feet, Pale skin, Dizziness",3,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Shortness of breath, Cold hands and feet, Pale skin, Brittle nails",5,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Pale skin, Shortness of breath, Cold hands and feet",3,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Dizziness, Cold hands and feet, Brittle nails, Pale skin",5,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Cold hands and feet, Shortness of breath, Pale skin, Brittle nails",3,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,250
Anemia,Medical,"Dizziness, Shortness of breath, Brittle nails",5,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Brittle nails, Dizziness, Cold hands and feet, Shortness of breath",6,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Dizziness, Cold hands and feet, Shortness of breath, Pale skin",4,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Shortness of breath, Dizziness, Pale skin",6,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Dizziness, Brittle nails, Cold hands and feet, Pale skin",3,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Brittle nails, Cold hands and feet, Dizziness",3,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Pale skin, Shortness of breath, Brittle nails, Cold hands and feet",9,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Shortness of breath, Dizziness, Pale skin",4,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Brittle nails, Pale skin, Shortness of breath",4,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Brittle nails, Shortness of breath, Dizziness, Pale skin",6,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Brittle nails, Cold hands and feet, Shortness of breath",3,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Brittle nails, Dizziness, Pale skin",5,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Brittle nails, Shortness of breath, Dizziness, Cold hands and feet",8,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Brittle nails, Dizziness, Shortness of breath",8,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Pale skin, Cold hands and feet, Shortness of breath",4,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Dizziness, Brittle nails, Cold hands and feet, Pale skin",7,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,250
Anemia,Medical,"Cold hands and feet, Dizziness, Pale skin",3,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,500
Anemia,Medical,"Shortness of breath, Brittle nails, Cold hands and feet, Dizziness",4,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,250
Anemia,Medical,"Dizziness, Cold hands and feet, Pale skin, Shortness of breath",9,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,250
Anemia,Medical,"Brittle nails, Shortness of breath, Pale skin",9,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Shortness of breath, Pale skin, Cold hands and feet, Dizziness",7,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,250
Anemia,Medical,"Dizziness, Cold hands and feet, Pale skin",4,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,250
Anemia,Medical,"Pale skin, Brittle nails, Shortness of breath, Cold hands and feet",7,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Anemia,Medical,"Cold hands and feet, Brittle nails, Pale skin, Shortness of breath",9,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,250
Anemia,Medical,"Pale skin, Dizziness, Brittle nails",7,"Spinach, Beetroot, Jaggery, Red meat, Iron-fortified cereals",Excessive tea/coffee (inhibits iron absorption),Iron Supplements,"Consume Vitamin C (Amla, Lemon) with iron-rich food for better absorption.",Myth: Only women get anemia. Fact: Men and children can also be severely anemic.,650
Asthma,Medical,"Wheezing sounds, Difficulty breathing, Nighttime cough, Chest tightness",8,"Fruits rich in Vitamin C, Ginger, Garlic","Processed foods, Sulfites (dried fruits), Cold drinks",Inhalers (Salbutamol),Keep your rescue inhaler with you at all times.,Myth: Asthma is purely psychological. Fact: It is a physical inflammation of the airways.,500
Asthma,Medical,"Chest tightness, Difficulty breathing, Nighttime cough",6,"Fruits rich in Vitamin C, Ginger, Garlic","Processed foods, Sulfites (dried fruits), Cold drinks",Inhalers (Salbutamol),Keep your rescue inhaler with you at all times.,Myth: Asthma is purely psychological. Fact: It is a physical inflammation of the airways.,500
Asthma,Medical,"Chest tightness, Difficulty breathing, Nighttime cough",6,"Fruits rich in Vitamin C, Ginger, Garlic","Processed foods, Sulfites (dried fruits), Cold drinks",Inhalers (Salbutamol),Keep your rescue inhaler with you at all times.,Myth: Asthma is purely psychological. Fact: It is a physical inflammation of the airways.,250
Asthma,Medical,"Wheezing sounds, Nighttime cough, Chest tightness, Difficulty breathing",7,"Fruits rich in Vitamin C, Ginger, Garlic","Processed foods, Sulfites (dried fruits), Cold drinks",Inhalers (Salbutamol),Keep your rescue inhaler with you at all times.,Myth: Asthma is purely psychological. Fact: It is a physical inflammation of the airways.,500
Asthma,Medical,"Chest tightness, Wheezing sounds, Difficulty breathing, Nighttime cough",3,"Fruits rich in Vitamin C, Ginger, Garlic","Processed foods, Sulfites (dried fruits), Cold drinks",Inhalers (Salbutamol),Keep your rescue inhaler with you at all times.,Myth: Asthma is purely psychological. Fact: It is a physical inflammation of the airways.,250
Asthma,Medical,"Chest tightness, Wheezing sounds, Difficulty breathing",7,"Fruits rich in Vitamin C, Ginger, Garlic","Processed foods, Sulfites (dried fruits), Cold drinks",Inhalers (Salbutamol),Keep your rescue inhaler with you at all times.,Myth: Asthma is purely psychological. Fact: It is a physical inflammation of the airways.,500
Asthma,Medical,"Chest tightness, Wheezing sounds, Nighttime cough",8,"Fruits rich in Vitamin C, Ginger, Garlic","Processed foods, Sulfites (dried fruits), Cold drinks",Inhalers (Salbutamol),Keep your rescue inhaler with you at all times.,Myth: Asthma is purely psychological. Fact: It is a physical inflammation of the airways.,500
Asthma,Medical,"Wheezing sounds, Chest tightness, Difficulty breathing",7,"Fruits rich in Vitamin C, Ginger, Garlic","Processed foods, Sulfites (dried fruits), Cold drinks",Inhalers (Salbutamol),Keep your rescue inhaler with you at all times.,Myth: Asthma is purely psychological. Fact: It is a physical inflammation of the airways.,500
